family,model_ref,step,tokens,task,session,rsa_intact,rsa_circuit_ablated,rsa_random_ablated
pico-decoder-small,pico-lm/pico-decoder-small@f84a2138adf461f090569b0490e077e154d5692a,35000,,Gram,ses-9,-0.0304688946217306,-0.0198641826519468,-0.0482139537398515
pico-decoder-small,pico-lm/pico-decoder-small@a5edb37d58f3dac4abc7615fe9f16119c9719363,36000,,Gram,ses-5,0.0222715094966382,0.0194605904648632,0.0076843204967667
pico-decoder-small,pico-lm/pico-decoder-small@a5edb37d58f3dac4abc7615fe9f16119c9719363,36000,,Gram,ses-7,0.0121339448634678,0.0099916241004074,0.0159701924639128
pico-decoder-small,pico-lm/pico-decoder-small@a5edb37d58f3dac4abc7615fe9f16119c9719363,36000,,Gram,ses-9,-0.0391614273585485,-0.0396506823395351,-0.0448699453061401
pico-decoder-small,pico-lm/pico-decoder-small@ad19a8ed94822569698ab34f7cbdb71a73e75edb,37000,,Gram,ses-5,0.0220681304213169,0.0208641532158434,0.0033687074939163
pico-decoder-small,pico-lm/pico-decoder-small@ad19a8ed94822569698ab34f7cbdb71a73e75edb,37000,,Gram,ses-7,0.023999201562601,0.020003876736444,0.0209099439122938
pico-decoder-small,pico-lm/pico-decoder-small@ad19a8ed94822569698ab34f7cbdb71a73e75edb,37000,,Gram,ses-9,-0.01568944312535,-0.010002723367047,-0.0118946430300617
pico-decoder-small,pico-lm/pico-decoder-small@6ffc4bc90cff1f5d9492cc62aa823b2f31820dec,38000,,Gram,ses-5,0.0228597468242996,0.0230551925965402,0.019450004071336
pico-decoder-small,pico-lm/pico-decoder-small@6ffc4bc90cff1f5d9492cc62aa823b2f31820dec,38000,,Gram,ses-7,0.0236459877976991,0.0251056722841114,0.0026526154437747
pico-decoder-small,pico-lm/pico-decoder-small@6ffc4bc90cff1f5d9492cc62aa823b2f31820dec,38000,,Gram,ses-9,-0.0104240237426492,-0.0043690805658252,-0.0121159748283391
