dataset,family,model_ref,step,tokens,task,session,n_stim,rsa,rsa_pearson,rsa_kendall,n_stim_ceil,ceiling_lower,ceiling_upper,ceiling_n,n_subjects,frac_of_ceiling,params,cell
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Sem,ses-9,72,-0.0044421871659936,0.002051071990323,-0.0032860787250137,72,0.8812944437325619,0.8860079710947208,83,83,-0.005040525555998658,95592496,ds003604/Sem/ses-9
ds003604,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Sem,ses-9,72,-0.0048665964281159,0.0072792439767508,-0.0032187033923479,72,0.8812944437325619,0.8860079710947208,83,83,-0.005522100431615475,95592496,ds003604/Sem/ses-9
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Orth,ses-11,96,-0.0078490850148543,0.0085590249633235,-0.0053828363406872,96,0.5225246741467346,0.5898112775795412,18,18,-0.015021462914974483,95592496,ds006239/Orth/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Orth,ses-11,96,-0.0307430288117941,-0.0128004474755495,-0.0204894502103031,96,0.5225246741467346,0.5898112775795412,18,18,-0.058835554248220796,95592496,ds006239/Orth/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Orth,ses-11,96,0.0115704504975178,0.0226822873325021,0.0077642834878378,96,0.5225246741467346,0.5898112775795412,18,18,0.022143357184829522,95592496,ds006239/Orth/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Orth,ses-11+,96,0.0077812220254086,0.007858049898701,0.0051529074935639,96,0.5621949434762923,0.61484988977185,22,22,0.013840789775329477,95592496,ds006239/Orth/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Orth,ses-11+,96,-0.019516436410627,-0.005612521680284,-0.0129914608851587,96,0.5621949434762923,0.61484988977185,22,22,-0.034714713529702894,95592496,ds006239/Orth/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step143000,143000,299892736000,Orth,ses-11+,96,0.0227828882390808,0.0229694853582317,0.0150506228281825,96,0.5621949434762923,0.61484988977185,22,22,0.040524889993147996,95592496,ds006239/Orth/ses-11+
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step0,0,0,Phon,ses-11,96,-0.0078490850148543,0.0085590249633235,-0.0053828363406872,96,0.5225246741467346,0.5898112775795412,18,18,-0.015021462914974483,95592496,ds006239/Phon/ses-11
ds006239,pythia-70m-full,EleutherAI/pythia-70m@step1000,1000,2097152000,Phon,ses-11,96,-0.0307430288117941,-0.0128004474755495,-0.0204894502103031,96,0.5225246741467346,0.5898112775795412,18,18,-0.058835554248220796,95592496,ds006239/Phon/ses-11
